Season;date;N;N7;age;flu_pick
2014-2015;2015-01-21;89;461;Older than 64;
2014-2015;2015-01-22;222;1322;Total;
2014-2015;2015-01-22;81;418;Younger than 15;
2014-2015;2015-01-22;73;460;Between 15 and 64;
2014-2015;2015-01-22;68;444;Older than 64;
2014-2015;2015-01-23;245;1320;Total;
2014-2015;2015-01-23;89;422;Younger than 15;
2014-2015;2015-01-23;78;468;Between 15 and 64;
2014-2015;2015-01-23;78;430;Older than 64;
2014-2015;2015-01-24;31;1315;Total;
2014-2015;2015-01-24;9;426;Younger than 15;
2014-2015;2015-01-24;10;460;Between 15 and 64;
2014-2015;2015-01-24;12;429;Older than 64;
2014-2015;2015-01-25;27;1310;Total;
2014-2015;2015-01-25;5;421;Younger than 15;
2014-2015;2015-01-25;16;464;Between 15 and 64;
2014-2015;2015-01-25;6;425;Older than 64;
2014-2015;2015-01-26;296;1323;Total;
2014-2015;2015-01-26;96;433;Younger than 15;
2014-2015;2015-01-26;104;460;Between 15 and 64;
2014-2015;2015-01-26;96;430;Older than 64;
2014-2015;2015-01-27;248;1343;Total;
2014-2015;2015-01-27;92;456;Younger than 15;
2014-2015;2015-01-27;77;459;Between 15 and 64;
2014-2015;2015-01-27;79;428;Older than 64;
2014-2015;2015-01-28;218;1287;Total;
2014-2015;2015-01-28;82;454;Younger than 15;
2014-2015;2015-01-28;73;431;Between 15 and 64;
2014-2015;2015-01-28;63;402;Older than 64;
2014-2015;2015-01-29;207;1272;Total;
2014-2015;2015-01-29;69;442;Younger than 15;
2014-2015;2015-01-29;69;427;Between 15 and 64;
2014-2015;2015-01-29;69;403;Older than 64;
2014-2015;2015-01-30;232;1259;Total;
2014-2015;2015-01-30;98;451;Younger than 15;
2014-2015;2015-01-30;84;433;Between 15 and 64;
2014-2015;2015-01-30;50;375;Older than 64;
2014-2015;2015-01-31;42;1270;Total;
2014-2015;2015-01-31;6;448;Younger than 15;
2014-2015;2015-01-31;20;443;Between 15 and 64;
2014-2015;2015-01-31;16;379;Older than 64;
2014-2015;2015-02-01;32;1275;Total;
2014-2015;2015-02-01;2;445;Younger than 15;
2014-2015;2015-02-01;16;443;Between 15 and 64;
2014-2015;2015-02-01;14;387;Older than 64;
2014-2015;2015-02-02;335;1314;Total;
2014-2015;2015-02-02;128;477;Younger than 15;
2014-2015;2015-02-02;119;458;Between 15 and 64;
2014-2015;2015-02-02;88;379;Older than 64;
2014-2015;2015-02-03;236;1302;Total;
2014-2015;2015-02-03;95;480;Younger than 15;
2014-2015;2015-02-03;77;458;Between 15 and 64;
2014-2015;2015-02-03;64;364;Older than 64;
2014-2015;2015-02-04;197;1281;Total;
2014-2015;2015-02-04;58;456;Younger than 15;
2014-2015;2015-02-04;63;448;Between 15 and 64;
2014-2015;2015-02-04;76;377;Older than 64;
2014-2015;2015-02-05;216;1290;Total;
2014-2015;2015-02-05;79;466;Younger than 15;
2014-2015;2015-02-05;75;454;Between 15 and 64;
2014-2015;2015-02-05;62;370;Older than 64;
2014-2015;2015-02-06;254;1312;Total;
2014-2015;2015-02-06;93;461;Younger than 15;
2014-2015;2015-02-06;99;469;Between 15 and 64;
2014-2015;2015-02-06;62;382;Older than 64;
2014-2015;2015-02-07;54;1324;Total;
2014-2015;2015-02-07;12;467;Younger than 15;
2014-2015;2015-02-07;30;479;Between 15 and 64;
2014-2015;2015-02-07;12;378;Older than 64;
2014-2015;2015-02-08;47;1339;Total;
2014-2015;2015-02-08;6;471;Younger than 15;
2014-2015;2015-02-08;17;480;Between 15 and 64;
2014-2015;2015-02-08;24;388;Older than 64;
2014-2015;2015-02-09;302;1306;Total;
2014-2015;2015-02-09;93;436;Younger than 15;
2014-2015;2015-02-09;131;492;Between 15 and 64;
2014-2015;2015-02-09;78;378;Older than 64;
2014-2015;2015-02-10;259;1329;Total;
2014-2015;2015-02-10;98;439;Younger than 15;
2014-2015;2015-02-10;87;502;Between 15 and 64;
2014-2015;2015-02-10;74;388;Older than 64;
2014-2015;2015-02-11;269;1401;Total;
2014-2015;2015-02-11;89;470;Younger than 15;
2014-2015;2015-02-11;87;526;Between 15 and 64;
2014-2015;2015-02-11;93;405;Older than 64;
2014-2015;2015-02-12;269;1454;Total;
2014-2015;2015-02-12;88;479;Younger than 15;
2014-2015;2015-02-12;102;553;Between 15 and 64;
2014-2015;2015-02-12;79;422;Older than 64;
2014-2015;2015-02-13;273;1473;Total;
2014-2015;2015-02-13;87;473;Younger than 15;
2014-2015;2015-02-13;93;547;Between 15 and 64;
2014-2015;2015-02-13;93;453;Older than 64;
2014-2015;2015-02-14;42;1461;Total;
2014-2015;2015-02-14;3;464;Younger than 15;
2014-2015;2015-02-14;20;537;Between 15 and 64;
2014-2015;2015-02-14;19;460;Older than 64;
2014-2015;2015-02-15;52;1466;Total;
2014-2015;2015-02-15;6;464;Younger than 15;
2014-2015;2015-02-15;20;540;Between 15 and 64;
2014-2015;2015-02-15;26;462;Older than 64;
2014-2015;2015-02-16;339;1503;Total;
2014-2015;2015-02-16;100;471;Younger than 15;
2014-2015;2015-02-16;150;559;Between 15 and 64;
2014-2015;2015-02-16;89;473;Older than 64;
2014-2015;2015-02-17;296;1540;Total;
2014-2015;2015-02-17;108;481;Younger than 15;
2014-2015;2015-02-17;93;565;Between 15 and 64;
2014-2015;2015-02-17;95;494;Older than 64;
2014-2015;2015-02-18;274;1545;Total;
2014-2015;2015-02-18;101;493;Younger than 15;
2014-2015;2015-02-18;92;570;Between 15 and 64;
2014-2015;2015-02-18;81;482;Older than 64;
2014-2015;2015-02-19;251;1527;Total;
2014-2015;2015-02-19;80;485;Younger than 15;
2014-2015;2015-02-19;79;547;Between 15 and 64;
2014-2015;2015-02-19;92;495;Older than 64;
2014-2015;2015-02-20;252;1506;Total;
2014-2015;2015-02-20;88;486;Younger than 15;
2014-2015;2015-02-20;79;533;Between 15 and 64;
2014-2015;2015-02-20;85;487;Older than 64;
2014-2015;2015-02-21;37;1501;Total;1
2014-2015;2015-02-21;6;489;Younger than 15;1
2014-2015;2015-02-21;22;535;Between 15 and 64;1
2014-2015;2015-02-21;9;477;Older than 64;1
2014-2015;2015-02-22;38;1487;Total;
2014-2015;2015-02-22;8;491;Younger than 15;
2014-2015;2015-02-22;19;534;Between 15 and 64;
2014-2015;2015-02-22;11;462;Older than 64;
2014-2015;2015-02-23;339;1487;Total;
2014-2015;2015-02-23;110;501;Younger than 15;
2014-2015;2015-02-23;119;503;Between 15 and 64;
2014-2015;2015-02-23;110;483;Older than 64;
2014-2015;2015-02-24;284;1475;Total;
2014-2015;2015-02-24;87;480;Younger than 15;
2014-2015;2015-02-24;87;497;Between 15 and 64;
2014-2015;2015-02-24;110;498;Older than 64;
2014-2015;2015-02-25;232;1433;Total;
2014-2015;2015-02-25;61;440;Younger than 15;
2014-2015;2015-02-25;80;485;Between 15 and 64;
2014-2015;2015-02-25;91;508;Older than 64;
2014-2015;2015-02-26;256;1438;Total;
2014-2015;2015-02-26;85;445;Younger than 15;
2014-2015;2015-02-26;100;506;Between 15 and 64;
2014-2015;2015-02-26;71;487;Older than 64;
2014-2015;2015-02-27;244;1430;Total;
2014-2015;2015-02-27;54;411;Younger than 15;
2014-2015;2015-02-27;111;538;Between 15 and 64;
2014-2015;2015-02-27;79;481;Older than 64;
2014-2015;2015-02-28;51;1444;Total;
2014-2015;2015-02-28;11;416;Younger than 15;
2014-2015;2015-02-28;15;531;Between 15 and 64;
2014-2015;2015-02-28;25;497;Older than 64;
2014-2015;2015-03-01;36;1442;Total;
2014-2015;2015-03-01;4;412;Younger than 15;
2014-2015;2015-03-01;14;526;Between 15 and 64;
2014-2015;2015-03-01;18;504;Older than 64;
2014-2015;2015-03-02;321;1424;Total;
2014-2015;2015-03-02;100;402;Younger than 15;
2014-2015;2015-03-02;127;534;Between 15 and 64;
2014-2015;2015-03-02;94;488;Older than 64;
2014-2015;2015-03-03;239;1379;Total;
2014-2015;2015-03-03;80;395;Younger than 15;
2014-2015;2015-03-03;66;513;Between 15 and 64;
2014-2015;2015-03-03;93;471;Older than 64;
2014-2015;2015-03-04;214;1361;Total;
2014-2015;2015-03-04;68;402;Younger than 15;
2014-2015;2015-03-04;72;505;Between 15 and 64;
2014-2015;2015-03-04;74;454;Older than 64;
2014-2015;2015-03-05;190;1295;Total;
2014-2015;2015-03-05;52;369;Younger than 15;
2014-2015;2015-03-05;68;473;Between 15 and 64;
2014-2015;2015-03-05;70;453;Older than 64;
2014-2015;2015-03-06;225;1276;Total;
2014-2015;2015-03-06;91;406;Younger than 15;
2014-2015;2015-03-06;70;432;Between 15 and 64;
2014-2015;2015-03-06;64;438;Older than 64;
2014-2015;2015-03-07;24;1249;Total;
2014-2015;2015-03-07;5;400;Younger than 15;
2014-2015;2015-03-07;9;426;Between 15 and 64;
2014-2015;2015-03-07;10;423;Older than 64;
2014-2015;2015-03-08;33;1246;Total;
2014-2015;2015-03-08;6;402;Younger than 15;
2014-2015;2015-03-08;14;426;Between 15 and 64;
2014-2015;2015-03-08;13;418;Older than 64;
2014-2015;2015-03-09;241;1166;Total;
2014-2015;2015-03-09;79;381;Younger than 15;
2014-2015;2015-03-09;96;395;Between 15 and 64;
2014-2015;2015-03-09;66;390;Older than 64;
2014-2015;2015-03-10;233;1160;Total;
2014-2015;2015-03-10;78;379;Younger than 15;
2014-2015;2015-03-10;75;404;Between 15 and 64;
2014-2015;2015-03-10;80;377;Older than 64;
2014-2015;2015-03-11;220;1166;Total;
2014-2015;2015-03-11;88;399;Younger than 15;
2014-2015;2015-03-11;61;393;Between 15 and 64;
2014-2015;2015-03-11;71;374;Older than 64;
2014-2015;2015-03-12;203;1179;Total;
2014-2015;2015-03-12;81;428;Younger than 15;
2014-2015;2015-03-12;61;386;Between 15 and 64;
2014-2015;2015-03-12;61;365;Older than 64;
2014-2015;2015-03-13;238;1192;Total;
2014-2015;2015-03-13;97;434;Younger than 15;
2014-2015;2015-03-13;75;391;Between 15 and 64;
2014-2015;2015-03-13;66;367;Older than 64;
2014-2015;2015-03-14;25;1193;Total;
2014-2015;2015-03-14;2;431;Younger than 15;
2014-2015;2015-03-14;8;390;Between 15 and 64;
2014-2015;2015-03-14;15;372;Older than 64;
2014-2015;2015-03-15;27;1187;Total;
2014-2015;2015-03-15;2;427;Younger than 15;
2014-2015;2015-03-15;12;388;Between 15 and 64;
2014-2015;2015-03-15;13;372;Older than 64;
2014-2015;2015-03-16;226;1172;Total;
2014-2015;2015-03-16;80;428;Younger than 15;
2014-2015;2015-03-16;78;370;Between 15 and 64;
2014-2015;2015-03-16;68;374;Older than 64;
2014-2015;2015-03-17;179;1118;Total;
2014-2015;2015-03-17;67;417;Younger than 15;
2014-2015;2015-03-17;57;352;Between 15 and 64;
2014-2015;2015-03-17;55;349;Older than 64;
2014-2015;2015-03-18;214;1112;Total;
2014-2015;2015-03-18;75;404;Younger than 15;
2014-2015;2015-03-18;56;347;Between 15 and 64;
2014-2015;2015-03-18;83;361;Older than 64;
2014-2015;2015-03-19;201;1110;Total;
2014-2015;2015-03-19;82;405;Younger than 15;
2014-2015;2015-03-19;65;351;Between 15 and 64;
2014-2015;2015-03-19;54;354;Older than 64;
2014-2015;2015-03-20;183;1055;Total;
2014-2015;2015-03-20;84;392;Younger than 15;
2014-2015;2015-03-20;52;328;Between 15 and 64;
2014-2015;2015-03-20;47;335;Older than 64;
2014-2015;2015-03-21;31;1061;Total;
2014-2015;2015-03-21;3;393;Younger than 15;
2014-2015;2015-03-21;13;333;Between 15 and 64;
2014-2015;2015-03-21;15;335;Older than 64;
2014-2015;2015-03-22;18;1052;Total;
2014-2015;2015-03-22;1;392;Younger than 15;
2014-2015;2015-03-22;7;328;Between 15 and 64;
2014-2015;2015-03-22;10;332;Older than 64;
2014-2015;2015-03-23;265;1091;Total;
2014-2015;2015-03-23;112;424;Younger than 15;
2014-2015;2015-03-23;75;325;Between 15 and 64;
2014-2015;2015-03-23;78;342;Older than 64;
2014-2015;2015-03-24;176;1088;Total;
2014-2015;2015-03-24;82;439;Younger than 15;
2014-2015;2015-03-24;47;315;Between 15 and 64;
2014-2015;2015-03-24;47;334;Older than 64;
2014-2015;2015-03-25;184;1058;Total;
2014-2015;2015-03-25;73;437;Younger than 15;
2014-2015;2015-03-25;60;319;Between 15 and 64;
2014-2015;2015-03-25;51;302;Older than 64;
2014-2015;2015-03-26;152;1009;Total;
2014-2015;2015-03-26;68;423;Younger than 15;
2014-2015;2015-03-26;36;290;Between 15 and 64;
2014-2015;2015-03-26;48;296;Older than 64;
2014-2015;2015-03-27;184;1010;Total;
2014-2015;2015-03-27;76;415;Younger than 15;
2014-2015;2015-03-27;49;287;Between 15 and 64;
2014-2015;2015-03-27;59;308;Older than 64;
2014-2015;2015-03-28;32;1011;Total;
2014-2015;2015-03-28;8;420;Younger than 15;
2014-2015;2015-03-28;16;290;Between 15 and 64;
2014-2015;2015-03-28;8;301;Older than 64;
2014-2015;2015-03-29;21;1014;Total;
2014-2015;2015-03-29;2;421;Younger than 15;
2014-2015;2015-03-29;7;290;Between 15 and 64;
2014-2015;2015-03-29;12;303;Older than 64;
2014-2015;2015-03-30;204;953;Total;
2014-2015;2015-03-30;72;381;Younger than 15;
2014-2015;2015-03-30;69;284;Between 15 and 64;
2014-2015;2015-03-30;63;288;Older than 64;
2014-2015;2015-03-31;175;952;Total;
2014-2015;2015-03-31;72;371;Younger than 15;
2014-2015;2015-03-31;44;281;Between 15 and 64;
2014-2015;2015-03-31;59;300;Older than 64;
2014-2015;2015-04-01;170;938;Total;
2014-2015;2015-04-01;77;375;Younger than 15;
2014-2015;2015-04-01;41;262;Between 15 and 64;
2014-2015;2015-04-01;52;301;Older than 64;
2014-2015;2015-04-02;138;924;Total;
2014-2015;2015-04-02;56;363;Younger than 15;
2014-2015;2015-04-02;42;268;Between 15 and 64;
2014-2015;2015-04-02;40;293;Older than 64;
2014-2015;2015-04-03;20;760;Total;
2014-2015;2015-04-03;6;293;Younger than 15;
2014-2015;2015-04-03;4;223;Between 15 and 64;
2014-2015;2015-04-03;10;244;Older than 64;
2014-2015;2015-04-04;33;761;Total;
2014-2015;2015-04-04;11;296;Younger than 15;
2014-2015;2015-04-04;10;217;Between 15 and 64;
2014-2015;2015-04-04;12;248;Older than 64;
2014-2015;2015-04-05;32;772;Total;
2014-2015;2015-04-05;9;303;Younger than 15;
2014-2015;2015-04-05;8;218;Between 15 and 64;
2014-2015;2015-04-05;15;251;Older than 64;
2014-2015;2015-04-06;31;599;Total;
2014-2015;2015-04-06;4;235;Younger than 15;
2014-2015;2015-04-06;16;165;Between 15 and 64;
2014-2015;2015-04-06;11;199;Older than 64;
2014-2015;2015-04-07;286;710;Total;
2014-2015;2015-04-07;109;272;Younger than 15;
2014-2015;2015-04-07;107;228;Between 15 and 64;
2014-2015;2015-04-07;70;210;Older than 64;
2014-2015;2015-04-08;194;734;Total;
2014-2015;2015-04-08;70;265;Younger than 15;
2014-2015;2015-04-08;60;247;Between 15 and 64;
2014-2015;2015-04-08;64;222;Older than 64;
2014-2015;2015-04-09;167;763;Total;
2014-2015;2015-04-09;46;255;Younger than 15;
2014-2015;2015-04-09;55;260;Between 15 and 64;
2014-2015;2015-04-09;66;248;Older than 64;
2014-2015;2015-04-10;174;917;Total;
2014-2015;2015-04-10;59;308;Younger than 15;
2014-2015;2015-04-10;55;311;Between 15 and 64;
2014-2015;2015-04-10;60;298;Older than 64;
2014-2015;2015-04-11;27;911;Total;
2014-2015;2015-04-11;2;299;Younger than 15;
2014-2015;2015-04-11;11;312;Between 15 and 64;
2014-2015;2015-04-11;14;300;Older than 64;
2014-2015;2015-04-12;20;899;Total;
2014-2015;2015-04-12;2;292;Younger than 15;
2014-2015;2015-04-12;12;316;Between 15 and 64;
2014-2015;2015-04-12;6;291;Older than 64;
2014-2015;2015-04-13;210;1078;Total;
2014-2015;2015-04-13;61;349;Younger than 15;
2014-2015;2015-04-13;90;390;Between 15 and 64;
2014-2015;2015-04-13;59;339;Older than 64;
2014-2015;2015-04-14;179;971;Total;
2014-2015;2015-04-14;55;295;Younger than 15;
2014-2015;2015-04-14;68;351;Between 15 and 64;
2014-2015;2015-04-14;56;325;Older than 64;
2014-2015;2015-04-15;145;922;Total;
2014-2015;2015-04-15;41;266;Younger than 15;
2014-2015;2015-04-15;48;339;Between 15 and 64;
2014-2015;2015-04-15;56;317;Older than 64;
2014-2015;2015-04-16;155;910;Total;
2014-2015;2015-04-16;50;270;Younger than 15;
2014-2015;2015-04-16;51;335;Between 15 and 64;
2014-2015;2015-04-16;54;305;Older than 64;
2014-2015;2015-04-17;141;877;Total;
2014-2015;2015-04-17;51;262;Younger than 15;
2014-2015;2015-04-17;43;323;Between 15 and 64;
2014-2015;2015-04-17;47;292;Older than 64;
2014-2015;2015-04-18;21;871;Total;
2014-2015;2015-04-18;3;263;Younger than 15;
2014-2015;2015-04-18;14;326;Between 15 and 64;
2014-2015;2015-04-18;4;282;Older than 64;
2014-2015;2015-04-19;19;870;Total;
2014-2015;2015-04-19;6;267;Younger than 15;
2014-2015;2015-04-19;7;321;Between 15 and 64;
2014-2015;2015-04-19;6;282;Older than 64;
2014-2015;2015-04-20;203;863;Total;
2014-2015;2015-04-20;68;274;Younger than 15;
2014-2015;2015-04-20;68;299;Between 15 and 64;
2014-2015;2015-04-20;67;290;Older than 64;
2014-2015;2015-04-21;143;827;Total;
2014-2015;2015-04-21;41;260;Younger than 15;
2014-2015;2015-04-21;52;283;Between 15 and 64;
2014-2015;2015-04-21;50;284;Older than 64;
2014-2015;2015-04-22;143;825;Total;
2014-2015;2015-04-22;48;267;Younger than 15;
2014-2015;2015-04-22;48;283;Between 15 and 64;
2014-2015;2015-04-22;47;275;Older than 64;
2014-2015;2015-04-23;139;809;Total;
2014-2015;2015-04-23;37;254;Younger than 15;
2014-2015;2015-04-23;46;278;Between 15 and 64;
2014-2015;2015-04-23;56;277;Older than 64;
2014-2015;2015-04-24;145;813;Total;
2014-2015;2015-04-24;60;263;Younger than 15;
2014-2015;2015-04-24;32;267;Between 15 and 64;
2014-2015;2015-04-24;53;283;Older than 64;
2014-2015;2015-04-25;20;812;Total;
2014-2015;2015-04-25;1;261;Younger than 15;
2014-2015;2015-04-25;8;261;Between 15 and 64;
2014-2015;2015-04-25;11;290;Older than 64;
2014-2015;2015-04-26;14;807;Total;
2014-2015;2015-04-26;5;260;Younger than 15;
2014-2015;2015-04-26;5;259;Between 15 and 64;
2014-2015;2015-04-26;4;288;Older than 64;
2014-2015;2015-04-27;175;779;Total;
2014-2015;2015-04-27;66;258;Younger than 15;
2014-2015;2015-04-27;55;246;Between 15 and 64;
2014-2015;2015-04-27;54;275;Older than 64;
2014-2015;2015-04-28;143;779;Total;
2014-2015;2015-04-28;58;275;Younger than 15;
2014-2015;2015-04-28;39;233;Between 15 and 64;
2014-2015;2015-04-28;46;271;Older than 64;
2014-2015;2015-04-29;119;755;Total;
2014-2015;2015-04-29;47;274;Younger than 15;
2014-2015;2015-04-29;31;216;Between 15 and 64;
2014-2015;2015-04-29;41;265;Older than 64;
2014-2015;2015-04-30;131;747;Total;
2014-2015;2015-04-30;57;294;Younger than 15;
2014-2015;2015-04-30;30;200;Between 15 and 64;
2014-2015;2015-04-30;44;253;Older than 64;
2014-2015;2015-05-01;13;615;Total;
2014-2015;2015-05-01;0;234;Younger than 15;
2014-2015;2015-05-01;6;174;Between 15 and 64;
2014-2015;2015-05-01;7;207;Older than 64;
2014-2015;2015-05-02;19;614;Total;
2014-2015;2015-05-02;6;239;Younger than 15;
2014-2015;2015-05-02;8;174;Between 15 and 64;
2014-2015;2015-05-02;5;201;Older than 64;
2014-2015;2015-05-03;22;622;Total;
2014-2015;2015-05-03;5;239;Younger than 15;
2014-2015;2015-05-03;11;180;Between 15 and 64;
2014-2015;2015-05-03;6;203;Older than 64;
2014-2015;2015-05-04;200;647;Total;
2014-2015;2015-05-04;72;245;Younger than 15;
2014-2015;2015-05-04;70;195;Between 15 and 64;
2014-2015;2015-05-04;58;207;Older than 64;
2014-2015;2015-05-05;151;655;Total;
2014-2015;2015-05-05;60;247;Younger than 15;
2014-2015;2015-05-05;48;204;Between 15 and 64;
2014-2015;2015-05-05;43;204;Older than 64;
2014-2015;2015-05-06;149;685;Total;
2014-2015;2015-05-06;63;263;Younger than 15;
2014-2015;2015-05-06;39;212;Between 15 and 64;
2014-2015;2015-05-06;47;210;Older than 64;
2014-2015;2015-05-07;118;672;Total;
2014-2015;2015-05-07;44;250;Younger than 15;
2014-2015;2015-05-07;41;223;Between 15 and 64;
2014-2015;2015-05-07;33;199;Older than 64;
2014-2015;2015-05-08;142;801;Total;
2014-2015;2015-05-08;50;300;Younger than 15;
2014-2015;2015-05-08;33;250;Between 15 and 64;
2014-2015;2015-05-08;59;251;Older than 64;
2014-2015;2015-05-09;22;804;Total;
2014-2015;2015-05-09;7;301;Younger than 15;
2014-2015;2015-05-09;8;250;Between 15 and 64;
2014-2015;2015-05-09;7;253;Older than 64;
2014-2015;2015-05-10;21;803;Total;
2014-2015;2015-05-10;4;300;Younger than 15;
2014-2015;2015-05-10;9;248;Between 15 and 64;
2014-2015;2015-05-10;8;255;Older than 64;
2014-2015;2015-05-11;186;789;Total;
2014-2015;2015-05-11;60;288;Younger than 15;
2014-2015;2015-05-11;62;240;Between 15 and 64;
2014-2015;2015-05-11;64;261;Older than 64;
2014-2015;2015-05-12;122;760;Total;
2014-2015;2015-05-12;49;277;Younger than 15;
2014-2015;2015-05-12;35;227;Between 15 and 64;
2014-2015;2015-05-12;38;256;Older than 64;
2014-2015;2015-05-13;128;739;Total;
2014-2015;2015-05-13;44;258;Younger than 15;
2014-2015;2015-05-13;49;237;Between 15 and 64;
2014-2015;2015-05-13;35;244;Older than 64;
2014-2015;2015-05-14;116;737;Total;
2014-2015;2015-05-14;40;254;Younger than 15;
2014-2015;2015-05-14;34;230;Between 15 and 64;
2014-2015;2015-05-14;42;253;Older than 64;
2014-2015;2015-05-15;125;720;Total;
2014-2015;2015-05-15;51;255;Younger than 15;
2014-2015;2015-05-15;36;233;Between 15 and 64;
2014-2015;2015-05-15;38;232;Older than 64;
2014-2015;2015-05-16;16;714;Total;
2014-2015;2015-05-16;4;252;Younger than 15;
