date;N;N7;age
2015-02-07;0;0;
2015-02-07;188;5381;Younger than 15
2015-02-07;398;7816;Between 15 and 64
2015-02-07;43;692;Older than 64
2015-02-08;0;0;
2015-02-08;147;5427;Younger than 15
2015-02-08;350;7935;Between 15 and 64
2015-02-08;38;711;Older than 64
2015-02-09;0;0;
2015-02-09;1623;5553;Younger than 15
2015-02-09;2620;8613;Between 15 and 64
2015-02-09;236;786;Older than 64
2015-02-10;0;0;
2015-02-10;1363;5851;Younger than 15
2015-02-10;2052;9153;Between 15 and 64
2015-02-10;194;855;Older than 64
2015-02-11;0;0;
2015-02-11;1137;6244;Younger than 15
2015-02-11;2010;9868;Between 15 and 64
2015-02-11;188;935;Older than 64
2015-02-12;0;0;
2015-02-12;1020;6379;Younger than 15
2015-02-12;1705;10246;Between 15 and 64
2015-02-12;176;994;Older than 64
2015-02-13;0;0;
2015-02-13;921;6399;Younger than 15
2015-02-13;1460;10595;Between 15 and 64
2015-02-13;204;1079;Older than 64
2015-02-14;0;0;
2015-02-14;161;6372;Younger than 15
2015-02-14;501;10698;Between 15 and 64
2015-02-14;71;1107;Older than 64
2015-02-15;0;0;
2015-02-15;149;6374;Younger than 15
2015-02-15;462;10810;Between 15 and 64
2015-02-15;57;1126;Older than 64
2015-02-16;0;0;
2015-02-16;1355;6106;Younger than 15
2015-02-16;2714;10904;Between 15 and 64
2015-02-16;321;1211;Older than 64
2015-02-17;0;0;
2015-02-17;1224;5967;Younger than 15
2015-02-17;2350;11202;Between 15 and 64
2015-02-17;257;1274;Older than 64
2015-02-18;0;0;
2015-02-18;1040;5870;Younger than 15
2015-02-18;2193;11385;Between 15 and 64
2015-02-18;258;1344;Older than 64
2015-02-19;0;0;
2015-02-19;811;5661;Younger than 15
2015-02-19;1812;11492;Between 15 and 64
2015-02-19;236;1404;Older than 64
2015-02-20;0;0;
2015-02-20;804;5544;Younger than 15
2015-02-20;1555;11587;Between 15 and 64
2015-02-20;271;1471;Older than 64
2015-02-21;0;0;
2015-02-21;170;5553;Younger than 15
2015-02-21;567;11653;Between 15 and 64
2015-02-21;78;1478;Older than 64
2015-02-22;0;0;
2015-02-22;74;5478;Younger than 15
2015-02-22;357;11548;Between 15 and 64
2015-02-22;55;1476;Older than 64
2015-02-23;0;0;
2015-02-23;1078;5201;Younger than 15
2015-02-23;2695;11529;Between 15 and 64
2015-02-23;315;1470;Older than 64
2015-02-24;0;0;
2015-02-24;743;4720;Younger than 15
2015-02-24;1650;10829;Between 15 and 64
2015-02-24;225;1438;Older than 64
2015-02-25;0;0;
2015-02-25;605;4285;Younger than 15
2015-02-25;1561;10197;Between 15 and 64
2015-02-25;224;1404;Older than 64
2015-02-26;0;0;
2015-02-26;540;4014;Younger than 15
2015-02-26;1289;9674;Between 15 and 64
2015-02-26;196;1364;Older than 64
2015-02-27;0;0;
2015-02-27;448;3658;Younger than 15
2015-02-27;961;9080;Between 15 and 64
2015-02-27;166;1259;Older than 64
2015-02-28;0;0;
2015-02-28;89;3577;Younger than 15
2015-02-28;332;8845;Between 15 and 64
2015-02-28;46;1227;Older than 64
2015-03-01;0;0;
2015-03-01;71;3574;Younger than 15
2015-03-01;254;8742;Between 15 and 64
2015-03-01;36;1208;Older than 64
2015-03-02;0;0;
2015-03-02;671;3167;Younger than 15
2015-03-02;1882;7929;Between 15 and 64
2015-03-02;221;1114;Older than 64
2015-03-03;0;0;
2015-03-03;523;2947;Younger than 15
2015-03-03;1146;7425;Between 15 and 64
2015-03-03;174;1063;Older than 64
2015-03-04;0;0;
2015-03-04;374;2716;Younger than 15
2015-03-04;992;6856;Between 15 and 64
2015-03-04;146;985;Older than 64
2015-03-05;0;0;
2015-03-05;313;2489;Younger than 15
2015-03-05;811;6378;Between 15 and 64
2015-03-05;132;921;Older than 64
2015-03-06;0;0;
2015-03-06;284;2325;Younger than 15
2015-03-06;623;6040;Between 15 and 64
2015-03-06;134;889;Older than 64
2015-03-07;0;0;
2015-03-07;46;2282;Younger than 15
2015-03-07;208;5916;Between 15 and 64
2015-03-07;36;879;Older than 64
2015-03-08;0;0;
2015-03-08;42;2253;Younger than 15
2015-03-08;151;5813;Between 15 and 64
2015-03-08;12;855;Older than 64
2015-03-09;0;0;
2015-03-09;317;1899;Younger than 15
2015-03-09;1079;5010;Between 15 and 64
2015-03-09;131;765;Older than 64
2015-03-10;0;0;
2015-03-10;254;1630;Younger than 15
2015-03-10;732;4596;Between 15 and 64
2015-03-10;110;701;Older than 64
2015-03-11;0;0;
2015-03-11;192;1448;Younger than 15
2015-03-11;711;4315;Between 15 and 64
2015-03-11;91;646;Older than 64
2015-03-12;0;0;
2015-03-12;173;1308;Younger than 15
2015-03-12;548;4052;Between 15 and 64
2015-03-12;81;595;Older than 64
2015-03-13;0;0;
2015-03-13;159;1183;Younger than 15
2015-03-13;424;3853;Between 15 and 64
2015-03-13;72;533;Older than 64
2015-03-14;0;0;
2015-03-14;33;1170;Younger than 15
2015-03-14;119;3764;Between 15 and 64
2015-03-14;18;515;Older than 64
2015-03-15;0;0;
2015-03-15;16;1144;Younger than 15
2015-03-15;112;3725;Between 15 and 64
2015-03-15;14;517;Older than 64
2015-03-16;0;0;
2015-03-16;189;1016;Younger than 15
2015-03-16;727;3373;Between 15 and 64
2015-03-16;69;455;Older than 64
2015-03-17;0;0;
2015-03-17;130;892;Younger than 15
2015-03-17;397;3038;Between 15 and 64
2015-03-17;54;399;Older than 64
2015-03-18;0;0;
2015-03-18;105;805;Younger than 15
2015-03-18;438;2765;Between 15 and 64
2015-03-18;43;351;Older than 64
2015-03-19;0;0;
2015-03-19;74;706;Younger than 15
2015-03-19;349;2566;Between 15 and 64
2015-03-19;51;321;Older than 64
2015-03-20;0;0;
2015-03-20;64;611;Younger than 15
2015-03-20;271;2413;Between 15 and 64
2015-03-20;40;289;Older than 64
2015-03-21;0;0;
2015-03-21;13;591;Younger than 15
2015-03-21;76;2370;Between 15 and 64
2015-03-21;10;281;Older than 64
2015-03-22;0;0;
2015-03-22;10;585;Younger than 15
2015-03-22;54;2312;Between 15 and 64
2015-03-22;3;270;Older than 64
2015-03-23;0;0;
2015-03-23;80;476;Younger than 15
2015-03-23;413;1998;Between 15 and 64
2015-03-23;42;243;Older than 64
2015-03-24;0;0;
2015-03-24;58;404;Younger than 15
2015-03-24;279;1880;Between 15 and 64
2015-03-24;37;226;Older than 64
2015-03-25;0;0;
2015-03-25;45;344;Younger than 15
2015-03-25;237;1679;Between 15 and 64
2015-03-25;30;213;Older than 64
2015-03-26;0;0;
2015-03-26;26;296;Younger than 15
2015-03-26;168;1498;Between 15 and 64
2015-03-26;29;191;Older than 64
2015-03-27;0;0;
2015-03-27;32;264;Younger than 15
2015-03-27;141;1368;Between 15 and 64
2015-03-27;20;171;Older than 64
2015-03-28;0;0;
2015-03-28;4;255;Younger than 15
2015-03-28;57;1349;Between 15 and 64
2015-03-28;3;164;Older than 64
2015-03-29;0;0;
2015-03-29;6;251;Younger than 15
2015-03-29;31;1326;Between 15 and 64
2015-03-29;4;165;Older than 64
2015-03-30;0;0;
2015-03-30;32;203;Younger than 15
2015-03-30;169;1082;Between 15 and 64
2015-03-30;30;153;Older than 64
2015-03-31;0;0;
2015-03-31;18;163;Younger than 15
2015-03-31;129;932;Between 15 and 64
2015-03-31;23;139;Older than 64
2015-04-01;0;0;
2015-04-01;13;131;Younger than 15
2015-04-01;121;816;Between 15 and 64
2015-04-01;19;128;Older than 64
2015-04-02;0;0;
2015-04-02;13;118;Younger than 15
2015-04-02;54;702;Between 15 and 64
2015-04-02;12;111;Older than 64
2015-04-03;0;0;
2015-04-03;1;87;Younger than 15
2015-04-03;26;587;Between 15 and 64
2015-04-03;6;97;Older than 64
2015-04-04;0;0;
2015-04-04;2;85;Younger than 15
2015-04-04;30;560;Between 15 and 64
2015-04-04;3;97;Older than 64
2015-04-05;0;0;
2015-04-05;2;81;Younger than 15
2015-04-05;16;545;Between 15 and 64
2015-04-05;1;94;Older than 64
2015-04-06;0;0;
2015-04-06;1;50;Younger than 15
2015-04-06;30;406;Between 15 and 64
2015-04-06;6;70;Older than 64
2015-04-07;0;0;
2015-04-07;16;48;Younger than 15
2015-04-07;144;421;Between 15 and 64
2015-04-07;18;65;Older than 64
2015-04-08;0;0;
2015-04-08;16;51;Younger than 15
2015-04-08;116;416;Between 15 and 64
2015-04-08;11;57;Older than 64
2015-04-09;0;0;
2015-04-09;14;52;Younger than 15
2015-04-09;86;448;Between 15 and 64
2015-04-09;10;55;Older than 64
2015-04-10;0;0;
2015-04-10;6;57;Younger than 15
2015-04-10;52;474;Between 15 and 64
2015-04-10;9;58;Older than 64
2015-04-11;0;0;
2015-04-11;2;57;Younger than 15
2015-04-11;23;467;Between 15 and 64
2015-04-11;4;59;Older than 64
2015-04-12;0;0;
2015-04-12;0;55;Younger than 15
2015-04-12;14;465;Between 15 and 64
2015-04-12;3;61;Older than 64
2015-04-13;0;0;
2015-04-13;9;63;Younger than 15
2015-04-13;96;531;Between 15 and 64
2015-04-13;11;66;Older than 64
2015-04-14;0;0;
2015-04-14;11;58;Younger than 15
2015-04-14;57;444;Between 15 and 64
2015-04-14;12;60;Older than 64
2015-04-15;0;0;
2015-04-15;11;53;Younger than 15
2015-04-15;55;383;Between 15 and 64
2015-04-15;5;54;Older than 64
2015-04-16;0;0;
2015-04-16;4;43;Younger than 15
2015-04-16;36;333;Between 15 and 64
2015-04-16;11;55;Older than 64
2015-04-17;0;0;
2015-04-17;5;42;Younger than 15
2015-04-17;20;301;Between 15 and 64
2015-04-17;6;52;Older than 64
2015-04-18;0;0;
2015-04-18;4;44;Younger than 15
2015-04-18;9;287;Between 15 and 64
2015-04-18;0;48;Older than 64
2015-04-19;0;0;
2015-04-19;0;44;Younger than 15
2015-04-19;12;285;Between 15 and 64
2015-04-19;2;47;Older than 64
2015-04-20;0;0;
2015-04-20;5;40;Younger than 15
2015-04-20;52;241;Between 15 and 64
2015-04-20;7;43;Older than 64
2015-04-21;0;0;
2015-04-21;5;34;Younger than 15
2015-04-21;38;222;Between 15 and 64
2015-04-21;6;37;Older than 64
2015-04-22;0;0;
2015-04-22;4;27;Younger than 15
2015-04-22;40;207;Between 15 and 64
2015-04-22;2;34;Older than 64
2015-04-23;0;0;
2015-04-23;2;25;Younger than 15
2015-04-23;28;199;Between 15 and 64
2015-04-23;3;26;Older than 64
2015-04-24;0;0;
2015-04-24;2;22;Younger than 15
2015-04-24;14;193;Between 15 and 64
2015-04-24;3;23;Older than 64
2015-04-25;0;0;
2015-04-25;0;18;Younger than 15
2015-04-25;9;193;Between 15 and 64
2015-04-25;0;23;Older than 64
2015-04-26;0;0;
2015-04-26;2;20;Younger than 15
2015-04-26;11;192;Between 15 and 64
2015-04-26;1;22;Older than 64
2015-04-27;0;0;
2015-04-27;2;17;Younger than 15
2015-04-27;58;198;Between 15 and 64
2015-04-27;4;19;Older than 64
2015-04-28;0;0;
2015-04-28;4;16;Younger than 15
2015-04-28;44;204;Between 15 and 64
2015-04-28;4;17;Older than 64
2015-04-29;0;0;
2015-04-29;3;15;Younger than 15
2015-04-29;31;195;Between 15 and 64
2015-04-29;4;19;Older than 64
2015-04-30;0;0;
2015-04-30;2;15;Younger than 15
2015-04-30;25;192;Between 15 and 64
2015-04-30;5;21;Older than 64
2015-05-01;0;0;
2015-05-01;0;13;Younger than 15
2015-05-01;1;179;Between 15 and 64
2015-05-01;0;18;Older than 64
2015-05-02;0;0;
2015-05-02;0;13;Younger than 15
2015-05-02;17;187;Between 15 and 64
2015-05-02;2;20;Older than 64
2015-05-03;0;0;
2015-05-03;0;11;Younger than 15
2015-05-03;4;180;Between 15 and 64
2015-05-03;1;20;Older than 64
2015-05-04;0;0;
2015-05-04;0;9;Younger than 15
2015-05-04;48;170;Between 15 and 64
2015-05-04;2;18;Older than 64
2015-05-05;0;0;
2015-05-05;2;7;Younger than 15
2015-05-05;22;148;Between 15 and 64
2015-05-05;0;14;Older than 64
2015-05-06;0;0;
2015-05-06;0;4;Younger than 15
2015-05-06;19;136;Between 15 and 64
2015-05-06;1;11;Older than 64
2015-05-07;0;0;
2015-05-07;1;3;Younger than 15
2015-05-07;14;125;Between 15 and 64
2015-05-07;3;9;Older than 64
2015-05-08;0;0;
2015-05-08;1;4;Younger than 15
2015-05-08;12;136;Between 15 and 64
2015-05-08;0;9;Older than 64
2015-05-09;0;0;
2015-05-09;0;4;Younger than 15
2015-05-09;2;121;Between 15 and 64
2015-05-09;2;9;Older than 64
2015-05-10;0;0;
2015-05-10;1;5;Younger than 15
2015-05-10;3;120;Between 15 and 64
2015-05-10;2;10;Older than 64
2015-05-11;0;0;
2015-05-11;6;11;Younger than 15
2015-05-11;23;95;Between 15 and 64
2015-05-11;3;11;Older than 64
2015-05-12;0;0;
2015-05-12;2;11;Younger than 15
2015-05-12;13;86;Between 15 and 64
2015-05-12;2;13;Older than 64
2015-05-13;0;0;
2015-05-13;1;12;Younger than 15
2015-05-13;13;80;Between 15 and 64
2015-05-13;1;13;Older than 64
2015-05-14;0;0;
2015-05-14;2;13;Younger than 15
2015-05-14;13;79;Between 15 and 64
2015-05-14;2;12;Older than 64
2015-05-15;0;0;
2015-05-15;1;13;Younger than 15
2015-05-15;7;74;Between 15 and 64
2015-05-15;0;12;Older than 64
2015-05-16;0;0;
2015-05-16;0;13;Younger than 15
2015-05-16;10;82;Between 15 and 64
2015-05-16;0;10;Older than 64
2015-05-17;0;0;
2015-05-17;0;12;Younger than 15
2015-05-17;7;86;Between 15 and 64
2015-05-17;1;9;Older than 64
2015-05-18;0;0;
2015-05-18;3;9;Younger than 15
2015-05-18;25;88;Between 15 and 64
2015-05-18;3;9;Older than 64
2015-05-19;0;0;
2015-05-19;3;10;Younger than 15
2015-05-19;11;86;Between 15 and 64
2015-05-19;0;7;Older than 64
2015-05-20;0;0;
2015-05-20;1;10;Younger than 15
2015-05-20;16;89;Between 15 and 64
2015-05-20;2;8;Older than 64
2015-05-21;0;0;
2015-05-21;2;10;Younger than 15
2015-05-21;15;91;Between 15 and 64
2015-05-21;1;7;Older than 64
2015-05-22;0;0;
2015-05-22;2;11;Younger than 15
2015-05-22;9;93;Between 15 and 64
2015-05-22;0;7;Older than 64
2015-05-23;0;0;
2015-05-23;1;12;Younger than 15
2015-05-23;3;86;Between 15 and 64
2015-05-23;2;9;Older than 64
2015-05-24;0;0;
2015-05-24;0;12;Younger than 15
2015-05-24;2;81;Between 15 and 64
2015-05-24;1;9;Older than 64
2015-05-25;0;0;
2015-05-25;4;13;Younger than 15
2015-05-25;11;67;Between 15 and 64
2015-05-25;1;7;Older than 64
2015-05-26;0;0;
2015-05-26;1;11;Younger than 15
2015-05-26;14;70;Between 15 and 64
2015-05-26;2;9;Older than 64
2015-05-27;0;0;
2015-05-27;1;11;Younger than 15
2015-05-27;5;59;Between 15 and 64
2015-05-27;1;8;Older than 64
2015-05-28;0;0;
2015-05-28;2;11;Younger than 15
2015-05-28;8;52;Between 15 and 64
2015-05-28;2;9;Older than 64
2015-05-29;0;0;
2015-05-29;1;10;Younger than 15
2015-05-29;6;49;Between 15 and 64
2015-05-29;1;10;Older than 64
2015-05-30;0;0;
2015-05-30;1;10;Younger than 15
2015-05-30;3;49;Between 15 and 64
2015-05-30;0;8;Older than 64
2015-05-31;0;0;
2015-05-31;0;10;Younger than 15
2015-05-31;1;48;Between 15 and 64
2015-05-31;0;7;Older than 64
2015-06-01;0;0;
2015-06-01;0;6;Younger than 15
2015-06-01;7;44;Between 15 and 64
2015-06-01;0;6;Older than 64
2015-06-02;0;0;
2015-06-02;0;5;Younger than 15
2015-06-02;10;40;Between 15 and 64
2015-06-02;0;4;Older than 64
2015-06-03;0;0;
2015-06-03;6;10;Younger than 15
2015-06-03;10;45;Between 15 and 64
2015-06-03;3;6;Older than 64
2015-06-04;0;0;
2015-06-04;2;10;Younger than 15
2015-06-04;9;46;Between 15 and 64
2015-06-04;1;5;Older than 64
2015-06-05;0;0;
2015-06-05;3;12;Younger than 15
2015-06-05;7;47;Between 15 and 64
2015-06-05;1;5;Older than 64
2015-06-06;0;0;
2015-06-06;0;11;Younger than 15
2015-06-06;3;47;Between 15 and 64
2015-06-06;0;5;Older than 64
2015-06-07;0;0;
2015-06-07;1;12;Younger than 15
2015-06-07;7;53;Between 15 and 64
2015-06-07;0;5;Older than 64
2015-06-08;0;0;
2015-06-08;0;12;Younger than 15
2015-06-08;4;50;Between 15 and 64
2015-06-08;1;6;Older than 64
2015-06-09;0;0;
2015-06-09;0;12;Younger than 15
2015-06-09;14;54;Between 15 and 64
2015-06-09;0;6;Older than 64
2015-06-10;0;0;
2015-06-10;0;6;Younger than 15
2015-06-10;3;47;Between 15 and 64
2015-06-10;0;3;Older than 64
2015-06-11;0;0;
2015-06-11;1;5;Younger than 15
2015-06-11;7;45;Between 15 and 64
2015-06-11;2;4;Older than 64
2015-06-12;0;0;
2015-06-12;0;2;Younger than 15
2015-06-12;3;41;Between 15 and 64
2015-06-12;0;3;Older than 64
2015-06-13;0;0;
2015-06-13;1;3;Younger than 15
2015-06-13;2;40;Between 15 and 64
2015-06-13;0;3;Older than 64
2015-06-14;0;0;
2015-06-14;1;3;Younger than 15
2015-06-14;4;37;Between 15 and 64
2015-06-14;0;3;Older than 64
2015-06-15;0;0;
2015-06-15;0;3;Younger than 15
2015-06-15;18;51;Between 15 and 64
2015-06-15;0;2;Older than 64
2015-06-16;0;0;
2015-06-16;3;6;Younger than 15
2015-06-16;9;46;Between 15 and 64
2015-06-16;0;2;Older than 64
2015-06-17;0;0;
2015-06-17;0;6;Younger than 15
2015-06-17;8;51;Between 15 and 64
2015-06-17;0;2;Older than 64
2015-06-18;0;0;
2015-06-18;2;7;Younger than 15
2015-06-18;3;47;Between 15 and 64
2015-06-18;1;1;Older than 64
2015-06-19;0;0;
2015-06-19;0;7;Younger than 15
2015-06-19;7;51;Between 15 and 64
2015-06-19;1;2;Older than 64
2015-06-20;0;0;
2015-06-20;0;6;Younger than 15
2015-06-20;6;55;Between 15 and 64
2015-06-20;0;2;Older than 64
2015-06-21;0;0;
2015-06-21;0;5;Younger than 15
2015-06-21;1;52;Between 15 and 64
2015-06-21;0;2;Older than 64
2015-06-22;0;0;
2015-06-22;0;5;Younger than 15
2015-06-22;11;45;Between 15 and 64
2015-06-22;1;3;Older than 64
2015-06-23;0;0;
2015-06-23;1;3;Younger than 15
2015-06-23;4;40;Between 15 and 64
2015-06-23;0;3;Older than 64
2015-06-24;0;0;
2015-06-24;0;3;Younger than 15
2015-06-24;1;33;Between 15 and 64
2015-06-24;1;4;Older than 64
2015-06-25;0;0;
2015-06-25;1;2;Younger than 15
2015-06-25;9;39;Between 15 and 64
2015-06-25;1;4;Older than 64
2015-06-26;0;0;
2015-06-26;1;3;Younger than 15
2015-06-26;4;36;Between 15 and 64
2015-06-26;1;4;Older than 64
2015-06-27;0;0;
2015-06-27;0;3;Younger than 15
2015-06-27;4;34;Between 15 and 64
2015-06-27;0;4;Older than 64
2015-06-28;0;0;
2015-06-28;0;3;Younger than 15
2015-06-28;1;34;Between 15 and 64
2015-06-28;1;5;Older than 64
2015-06-29;0;0;
2015-06-29;2;5;Younger than 15
2015-06-29;5;28;Between 15 and 64
2015-06-29;0;4;Older than 64
2015-06-30;0;0;
2015-06-30;1;5;Younger than 15
2015-06-30;8;32;Between 15 and 64
2015-06-30;0;4;Older than 64
2015-07-01;0;0;
2015-07-01;1;6;Younger than 15
2015-07-01;6;37;Between 15 and 64
2015-07-01;0;3;Older than 64
2015-07-02;0;0;
2015-07-02;0;5;Younger than 15
2015-07-02;6;34;Between 15 and 64
2015-07-02;0;2;Older than 64
2015-07-03;0;0;
2015-07-03;1;5;Younger than 15
2015-07-03;3;33;Between 15 and 64
2015-07-03;0;1;Older than 64
2015-07-04;0;0;
2015-07-04;0;5;Younger than 15
2015-07-04;1;30;Between 15 and 64
2015-07-04;0;1;Older than 64
2015-07-05;0;0;
2015-07-05;0;5;Younger than 15
2015-07-05;2;31;Between 15 and 64
2015-07-05;0;0;Older than 64
2015-07-06;0;0;
2015-07-06;0;3;Younger than 15
2015-07-06;2;28;Between 15 and 64
2015-07-06;1;1;Older than 64
2015-07-07;0;0;
2015-07-07;1;3;Younger than 15
2015-07-07;7;27;Between 15 and 64
2015-07-07;0;1;Older than 64
2015-07-08;0;0;
2015-07-08;0;2;Younger than 15
2015-07-08;5;26;Between 15 and 64
2015-07-08;0;1;Older than 64
2015-07-09;0;0;
2015-07-09;0;2;Younger than 15
2015-07-09;2;22;Between 15 and 64
2015-07-09;1;2;Older than 64
2015-07-10;0;0;
2015-07-10;0;1;Younger than 15
2015-07-10;3;22;Between 15 and 64
2015-07-10;0;2;Older than 64
2015-07-11;0;0;
2015-07-11;0;1;Younger than 15
2015-07-11;0;21;Between 15 and 64
2015-07-11;0;2;Older than 64
2015-07-12;0;0;
2015-07-12;0;1;Younger than 15
2015-07-12;4;23;Between 15 and 64
2015-07-12;0;2;Older than 64
2015-07-13;0;0;
2015-07-13;0;1;Younger than 15
2015-07-13;0;21;Between 15 and 64
2015-07-13;0;1;Older than 64
2015-07-14;0;0;
2015-07-14;1;1;Younger than 15
2015-07-14;7;21;Between 15 and 64
2015-07-14;0;1;Older than 64
2015-07-15;0;0;
2015-07-15;2;3;Younger than 15
2015-07-15;4;20;Between 15 and 64
2015-07-15;0;1;Older than 64
2015-07-16;0;0;
2015-07-16;2;5;Younger than 15
2015-07-16;3;21;Between 15 and 64
2015-07-16;0;0;Older than 64
2015-07-17;0;0;
2015-07-17;1;6;Younger than 15
2015-07-17;3;21;Between 15 and 64
2015-07-17;1;1;Older than 64
2015-07-18;0;0;
2015-07-18;0;6;Younger than 15
2015-07-18;2;23;Between 15 and 64
2015-07-18;0;1;Older than 64
2015-07-19;0;0;
2015-07-19;0;6;Younger than 15
2015-07-19;1;20;Between 15 and 64
2015-07-19;0;1;Older than 64
2015-07-20;0;0;
2015-07-20;2;8;Younger than 15
2015-07-20;3;23;Between 15 and 64
2015-07-20;0;1;Older than 64
2015-07-21;0;0;
2015-07-21;2;9;Younger than 15
2015-07-21;3;19;Between 15 and 64
2015-07-21;0;1;Older than 64
2015-07-22;0;0;
2015-07-22;1;8;Younger than 15
2015-07-22;4;19;Between 15 and 64
2015-07-22;1;2;Older than 64
2015-07-23;0;0;
2015-07-23;0;6;Younger than 15
2015-07-23;2;18;Between 15 and 64
2015-07-23;1;3;Older than 64
2015-07-24;0;0;
2015-07-24;0;5;Younger than 15
2015-07-24;2;17;Between 15 and 64
2015-07-24;0;2;Older than 64
2015-07-25;0;0;
2015-07-25;1;6;Younger than 15
2015-07-25;2;17;Between 15 and 64
2015-07-25;0;2;Older than 64
2015-07-26;0;0;
2015-07-26;0;6;Younger than 15
2015-07-26;1;17;Between 15 and 64
2015-07-26;0;2;Older than 64
2015-07-27;0;0;
2015-07-27;0;4;Younger than 15
2015-07-27;3;17;Between 15 and 64
2015-07-27;0;2;Older than 64
2015-07-28;0;0;
2015-07-28;1;3;Younger than 15
2015-07-28;7;21;Between 15 and 64
2015-07-28;1;3;Older than 64
2015-07-29;0;0;
2015-07-29;0;2;Younger than 15
2015-07-29;1;18;Between 15 and 64
2015-07-29;0;2;Older than 64
2015-07-30;0;0;
2015-07-30;0;2;Younger than 15
